LATITUDE,LONGITUDE,ACCIDENTDATE,YEAR,DAYOFWEEK,ACCIDENTTYPE,FEETFROMINTERSECTION,ROADSURFACE,ROADCONDITION,STREETLIGHT,LIGHTCONDITION,WEATHER,TRAFFICCONDITION
38.888753,-76.98349,15-May-11,2011,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.879322,-77.016709,1-Jun-11,2011,Wednesday,Prop. Damage,200,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.907108,-77.026214,1-Apr-11,2011,Friday,Prop. Damage,50,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.866974,-76.982735,14-Dec-13,2013,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.880628,-77.002469,3-Jul-11,2011,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.899071,-76.99591,9-Jun-15,2015,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.926334,-77.023109,12-Jan-15,2015,Monday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Medium
38.84367,-76.977316,2-Aug-13,2013,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.917485,-76.980088,24-Aug-13,2013,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.902518,-77.009063,16-Apr-11,2011,Saturday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.925977,-77.029421,21-Jan-15,2015,Wednesday,Injury,0,Asphalt,Wet,Street Lights Off,Daylight,Fog/Mist,Medium
38.898457,-77.032015,8-Feb-11,2011,Tuesday,Prop. Damage,5,Concrete,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.89929,-77.01366,25-Aug-11,2011,Thursday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.936107,-77.029907,17-Sep-11,2011,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.866428,-76.984157,14-Nov-13,2013,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.896302,-77.01544,14-Jan-14,2014,Tuesday,Prop. Damage,200,Asphalt,Wet,Street Lights Off,Daylight,Rain,Medium
38.961266,-77.036888,6-May-11,2011,Friday,Injury,15,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.898139,-77.008189,23-Aug-13,2013,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.907936,-77.035507,21-Jan-15,2015,Wednesday,Prop. Damage,3,Asphalt,Dry,Street Lights On,Dawn,Clear,Medium
38.900096,-77.044176,5-Oct-12,2012,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.89357,-76.98549,21-Dec-11,2011,Wednesday,Injury,20,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.895577,-77.022177,31-Dec-14,2014,Wednesday,Prop. Damage,0,Asphalt,Dry, ,Daylight,Clear,Medium
38.907449,-77.009525,13-Aug-14,2014,Wednesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.90675,-76.97905,1-Apr-14,2014,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.903454,-77.019417,13-Dec-14,2014,Saturday,Prop. Damage,0,Asphalt,Dry, ,Daylight,Clear,Light
38.89479,-76.98079,27-Dec-10,2010,Tuesday,Injury,0,Asphalt,Dry,None,Daylight,Clear,Medium
38.905252,-77.067358,16-Mar-14,2014,Sunday,Injury,0,Concrete,Wet,Street Lights On,Dark (Lighted),Snow,Light
38.85334,-76.9833,16-Feb-15,2015,Monday,Prop. Damage,0,Asphalt,Snow,None,Dark (Not Lighted),Snow,Medium
38.929875,-77.055541,1-Jun-12,2012,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.90087,-77.01991,14-Nov-10,2010,Sunday,Prop. Damage,0,Concrete,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.853336,-76.983301,1-Apr-11,2011,Friday,Prop. Damage,50,Asphalt,Dry,Street Lights Off,Dusk,Clear,Medium
38.905949,-77.04628,8-Mar-15,2015,Sunday,Prop. Damage,1,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.92952,-77.090538,26-Jan-11,2011,Wednesday,Injury,80,Asphalt,Slush,Street Lights On,Dark (Lighted),Sleet/Hail,Light
38.906723,-77.055938,9-Jun-10,2010,Wednesday,Prop. Damage,5,Asphalt,Wet,Street Lights On,Daylight,Rain,Heavy
38.89358,-76.99614,11-Jun-10,2010,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.833488,-77.012854,28-Apr-12,2012,Saturday,Injury,200,Asphalt,Wet,None,Daylight,Rain,Medium
38.915344,-77.038742,25-May-14,2014,Sunday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.90253,-77.03458,3-Jul-11,2011,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.946301,-77.006964,19-Oct-12,2012,Friday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Fog/Mist,Light
38.864548,-76.974151,8-Feb-15,2015,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.88695,-77.00203,11-Feb-15,2015,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.950834,-77.027273,30-Mar-12,2012,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.90563,-76.97898,4-Jun-14,2014,Wednesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.900432,-77.033396,21-Sep-14,2014,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.932607,-77.036458,11-Oct-11,2011,Tuesday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.883438,-76.946526,22-May-11,2011,Sunday,Injury,75,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.890405,-76.990064,2-Oct-14,2014,Thursday,Injury,20,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.90716,-77.00046,21-Oct-14,2014,Tuesday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.91557,-77.03194,19-Sep-10,2010,Sunday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.907871,-77.003659,25-Jun-12,2012,Monday,Prop. Damage,0,Asphalt,Dry,None,Daylight,Clear,Light
38.917035,-77.043328,10-Mar-13,2013,Sunday,Prop. Damage,10,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.908218,-76.929573,8-Feb-12,2012,Wednesday,Prop. Damage,50,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.949003,-77.015167,23-Sep-12,2012,Sunday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.920914,-77.078186,19-Mar-15,2015,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.901224,-77.051621,17-Oct-11,2011,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.892079,-77.021925,21-Mar-14,2014,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.91051,-77.02704,10-May-12,2012,Thursday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.918259,-77.032254,30-Jul-14,2014,Wednesday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.925146,-76.965217,5-Apr-14,2014,Saturday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.925525,-76.99044,30-Jun-12,2012,Saturday,Injury,0,Asphalt,Dry,None,Daylight,Clear,Medium
38.89358,-76.99614,24-Nov-10,2010,Wednesday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.827353,-76.994618,4-Mar-15,2015,Wednesday,Injury,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.882132,-76.973667,4-Mar-14,2014,Tuesday,Prop. Damage,0,Asphalt,Ice,None,Daylight,Snow,Heavy
38.973746,-77.022708,5-May-12,2012,Saturday,Injury,75,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.955121,-77.004537,17-Nov-12,2012,Saturday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.92569,-76.98578,13-Apr-11,2011,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.98414,-77.0363,12-Feb-10,2010,Friday,Prop. Damage,0,Asphalt,Slush,Street Lights On,Dusk,Clear,Heavy
38.901378,-77.047843,14-Oct-10,2010,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.874553,-76.971871,27-Dec-12,2012,Thursday,Prop. Damage,0, ,Dry,Street Lights Off,Daylight,Clear,Medium
38.892323,-77.018795,1-Feb-12,2012,Wednesday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.88757,-77.02191,12-Sep-10,2010,Sunday,Injury,0,Concrete,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.897766,-77.010666,20-Apr-12,2012,Friday,Prop. Damage,50,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.898395,-76.927283,24-Jul-10,2010,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.942766,-77.062313,7-Feb-14,2014,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.833488,-77.012854,23-Jun-10,2010,Wednesday,Injury,25,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.959225,-77.068031,26-Aug-10,2010,Thursday,Injury,50,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.902523,-77.028074,11-Nov-14,2014,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.902522,-77.025987,9-Aug-12,2012,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.905004,-77.05648,2-May-14,2014,Friday,Prop. Damage,90,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.90519,-77.038153,13-Nov-13,2013,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.905353,-76.985092,21-Jun-10,2010,Monday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.827339,-77.007294,25-Oct-13,2013,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.912574,-77.034716,21-Nov-13,2013,Thursday,Injury,40,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.912598,-77.009049,20-Oct-10,2010,Wednesday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Daylight,Rain,Heavy
38.828363,-77.017254,11-Mar-15,2015,Wednesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.889772,-76.988112,1-Jul-11,2011,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.900961,-77.037977,5-Apr-15,2015,Sunday,Prop. Damage,35,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.927799,-77.104998,11-Dec-12,2012,Tuesday,Injury,300,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.950736,-77.06732,11-Apr-14,2014,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.85106,-76.9737,7-Jul-14,2014,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.93418,-76.974013,15-Nov-10,2010,Monday,Prop. Damage,200,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.90656,-77.0385,26-Jan-12,2012,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.89714,-77.031006,21-May-10,2010,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Heavy
38.91591,-76.993246,26-Sep-14,2014,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.933811,-77.065796,29-Apr-13,2013,Monday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Daylight,Rain,Medium
38.869759,-76.978699,5-Jul-11,2011,Tuesday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Fog/Mist,Medium
38.955413,-77.006265,8-Feb-11,2011,Tuesday,Injury,5,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.90601,-77.038872,2-Jun-10,2010,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.895634,-76.951936,10-May-13,2013,Friday,Injury,0,Concrete,Dry,Street Lights Off,Daylight,Clear,Medium
38.99075,-77.036428,7-Sep-12,2012,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.896201,-77.007538,20-Mar-12,2012,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.920856,-76.959543,29-Sep-12,2012,Saturday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.947372,-77.027145,27-Jan-10,2010,Wednesday,Prop. Damage,20,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.90019,-76.99023,14-Apr-15,2015,Tuesday,Prop. Damage,0,Concrete,Wet,Street Lights Off,Daylight,Rain,Medium
38.895228,-77.02739,3-Apr-12,2012,Tuesday,Prop. Damage,100,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.84808,-76.969376,25-Oct-14,2014,Saturday,Injury,0, ,Dry,Street Lights On,Dark (Lighted),Clear,Other
38.90488,-77.01618,16-Sep-11,2011,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.895545,-76.983486,2-Jul-10,2010,Friday,Prop. Damage,0,Concrete,Dry,Street Lights Off,Daylight,Clear,Light
38.893747,-77.012236,20-May-11,2011,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.892055,-77.020087,1-Sep-10,2010,Wednesday,Prop. Damage,25,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.906738,-77.022598,21-Mar-15,2015,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.859584,-76.96819,4-Nov-11,2011,Friday,Prop. Damage,0,Asphalt,Dry,None,Daylight,Clear,Light
38.876498,-76.991534,23-Aug-13,2013,Friday,Prop. Damage,0,Concrete,Wet,Street Lights Off,Daylight,Fog/Mist,Heavy
38.90134,-77.03196,7-Sep-11,2011,Wednesday,Injury,0,Asphalt,Wet,Street Lights Off,Daylight,Rain,Medium
38.917457,-76.972352,29-Oct-11,2011,Saturday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Dark (Not Lighted),Rain,Medium
38.882068,-77.022125,24-Nov-14,2014,Monday,Prop. Damage,0,Asphalt,Standing Water,Street Lights On,Dark (Lighted),Rain,Light
38.898926,-77.049484,16-Jul-13,2013,Tuesday,Prop. Damage,0,Concrete,Dry,Street Lights Off,Daylight,Clear,Light
38.90568,-76.9808,24-Oct-12,2012,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.876559,-76.967648,6-Apr-14,2014,Sunday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.911352,-77.04933,7-Dec-11,2011,Wednesday,Prop. Damage,0,Asphalt,Wet,Street Lights Off,Daylight,Rain,Medium
38.909587,-76.936198,18-Nov-13,2013,Monday,Prop. Damage,0,Asphalt,Dry,None,Daylight,Clear,Heavy
38.928724,-77.037333,6-Aug-10,2010,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.933455,-77.044404,29-Dec-11,2011,Thursday,Prop. Damage,10,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.89042,-77.03196,24-Sep-12,2012,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.916853,-77.02617,31-Jan-15,2015,Saturday,Prop. Damage,150,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.915686,-76.977118,4-Oct-12,2012,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.900757,-76.977718,7-Aug-14,2014,Thursday,Prop. Damage,20,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.943169,-77.07703,22-Apr-15,2015,Wednesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Other,Medium
38.900063,-77.00962,21-Sep-12,2012,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.877295,-76.991538,19-Nov-11,2011,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.91815,-76.958023,20-Jun-11,2011,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.908968,-77.032008,6-Jun-11,2011,Monday,Prop. Damage,20,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.940983,-77.034317,22-Apr-10,2010,Thursday,Prop. Damage,100,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.867124,-76.987056,7-Mar-12,2012,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.91086,-77.02597,8-Dec-12,2012,Saturday,Injury,0,Asphalt,Dry,Unknown,Dark (Lighted),Clear,Light
38.922737,-76.993545,8-Aug-13,2013,Thursday,Prop. Damage,0,Asphalt,Dry,None,Daylight,Clear,Medium
38.93818,-77.08555,18-Sep-14,2014,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dusk,Clear,Medium
38.873772,-76.966013,23-Jan-15,2015,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.932124,-76.979538,13-Jan-12,2012,Friday,Injury,0,Asphalt,Wet,Street Lights On,Dawn,Clear,Light
38.892143,-76.933135,22-Apr-15,2015,Wednesday,Injury,20,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.950424,-77.066345,22-Dec-10,2010,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.916394,-76.977592,15-Jul-13,2013,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.892421,-76.95125,16-Oct-14,2014,Thursday,Injury,60,Asphalt,Dry,Street Lights On,Dark (Lighted),Other,Medium
38.909224,-77.005287,28-Apr-15,2015,Tuesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.924429,-77.067201,21-Mar-12,2012,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.87639,-77.01753,6-Oct-14,2014,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.918942,-77.059151,29-Nov-11,2011,Tuesday,Prop. Damage,0,Concrete,Wet,Street Lights Off,Daylight,Rain,Medium
38.947671,-77.074862,21-Mar-14,2014,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.899811,-77.023209,23-Aug-11,2011,Tuesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.915591,-76.974458,26-Aug-14,2014,Tuesday,Prop. Damage,0,Asphalt,Dry,None,Daylight,Clear,Medium
38.851119,-76.980946,27-Jun-14,2014,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.933117,-76.973443,16-Mar-10,2010,Tuesday,Injury,5,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.892077,-77.019912,6-Dec-11,2011,Tuesday,Prop. Damage,0,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Heavy
38.865757,-76.979207,2-Jul-10,2010,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.88762,-76.99949,11-Jan-10,2010,Monday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.905788,-76.999786,9-Aug-10,2010,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.883533,-76.9954,3-Nov-14,2014,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.843781,-76.998756,12-Sep-14,2014,Friday,Prop. Damage,0,Asphalt,Dry,None,Daylight,Clear,Medium
38.917575,-77.032691,31-Jan-11,2011,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.920766,-76.998572,1-Jul-14,2014,Tuesday,Prop. Damage,50, ,Dry,Street Lights Off,Daylight,Clear,Medium
38.890079,-76.998274,26-Aug-14,2014,Tuesday,Prop. Damage,100,Asphalt,Dry,None,Daylight,Clear,Light
38.90086,-76.939461,19-Jul-13,2013,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.939058,-76.988614,18-Feb-14,2014,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.92025,-77.09844,6-Jan-11,2011,Thursday,Injury,0,Asphalt,Dry, ,Daylight,Clear,Light
38.894433,-76.998281,19-Apr-13,2013,Friday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.88217,-76.933465,10-Jul-10,2010,Saturday,Injury,0,Asphalt,Wet,Street Lights Off,Daylight,Fog/Mist,Medium
38.822538,-77.002314,14-May-15,2015,Thursday,Injury,0,Asphalt,Dry,Street Lights On,Daylight,Clear,Medium
38.896352,-76.933297,17-Mar-10,2010,Wednesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.891826,-76.956969,17-May-11,2011,Tuesday,Injury,150,Asphalt,Wet,Street Lights On,Dark (Lighted),Rain,Light
38.865908,-76.978626,25-Mar-14,2014,Tuesday,Injury,0,Asphalt,Snow,None,Daylight,Snow,Light
38.87861,-76.99617,9-May-11,2011,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Dark (Not Lighted),Clear,Light
38.880568,-76.985841,23-Nov-13,2013,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.937599,-77.086159,13-Jan-10,2010,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.956887,-77.00904,25-Feb-14,2014,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Heavy
38.89891,-76.978672,11-Sep-14,2014,Thursday,Prop. Damage,40,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.91086,-77.02597,7-Oct-10,2010,Thursday,Injury,5,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.90355,-77.027547,19-May-13,2013,Sunday,Injury,0,Asphalt,Wet,Street Lights Off,Daylight,Rain,Light
38.916431,-76.991386,11-Feb-11,2011,Saturday,Injury,20,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.943715,-77.077594,30-Apr-10,2010,Friday,Prop. Damage,20,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.91108,-77.05067,23-Jun-15,2015,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.92325,-77.03649,19-Feb-14,2014,Wednesday,Injury,100,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Heavy
38.896318,-77.028264,25-Jul-14,2014,Friday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.89511,-77.0281,10-Mar-12,2012,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.897066,-77.024326,3-Apr-14,2014,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.894781,-76.99657,5-Mar-15,2015,Thursday,Injury,0,Asphalt,Snow,Street Lights Off,Daylight,Snow,Light
38.894069,-76.910882,28-Feb-13,2013,Thursday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.954262,-77.00734,2-Nov-10,2010,Tuesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.949824,-77.080412,24-Oct-12,2012,Wednesday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.932442,-76.969093,20-Oct-11,2011,Thursday,Injury,55,Asphalt,Dry,Street Lights Off,Daylight,Clear,Light
38.955128,-77.009308,27-Oct-10,2010,Wednesday,Prop. Damage,80,Asphalt,Wet,Street Lights Off,Daylight,Rain,Heavy
38.846585,-76.977149,6-May-14,2014,Tuesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Light
38.921179,-77.072361,14-Oct-14,2014,Tuesday,Prop. Damage,0,Asphalt,Dry, ,Daylight, ,Medium
38.936967,-77.073074,20-May-11,2011,Friday,Prop. Damage,125,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.911876,-77.078422,15-Jul-13,2013,Monday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.934402,-77.024444,5-Jun-10,2010,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Daylight,Clear,Light
38.913297,-77.015389,23-Aug-14,2014,Saturday,Injury,0,Asphalt,Wet,Street Lights Off,Daylight,Rain,Medium
38.879745,-76.945216,28-Sep-13,2013,Saturday,Injury,0,Asphalt,Dry,Other,Daylight,Clear,Light
38.916901,-77.022209,23-Jul-14,2014,Wednesday,Injury,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.904691,-77.057244,11-Jun-12,2012,Monday,Prop. Damage,0,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.90265,-77.0417,3-Sep-11,2011,Saturday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.921371,-77.037552,31-Jan-11,2011,Monday,Prop. Damage,25,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.902515,-77.009064,2-Apr-13,2013,Tuesday,Prop. Damage,1,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.96165,-77.030699,20-Jan-10,2010,Wednesday,Prop. Damage,20,Asphalt,Dry,None,Daylight,Clear,Heavy
38.878079,-77.039709,11-Mar-13,2013,Monday,Prop. Damage,20,Asphalt,Dry,Street Lights Off,Daylight,Clear,Heavy
38.919105,-77.018188,25-Oct-10,2010,Monday,Injury,1,Asphalt,Dry,Street Lights Off,Daylight,Clear,Medium
38.928417,-76.956825,4-Jan-15,2015,Sunday,Prop. Damage,50,Asphalt,Wet,Street Lights Off,Daylight,Rain,Light
38.917239,-76.973896,31-Aug-11,2011,Wednesday,Prop. Damage,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
38.879025,-77.00973,11-Feb-15,2015,Wednesday,Injury,0,Asphalt,Dry,Street Lights On,Dark (Lighted),Clear,Medium
